Transaction_ID,Product
156,popcorn
157,whole milk
158,tropical fruit
159,beef
160,whole milk
161,frankfurter
162,tropical fruit
163,canned beer
164,finished products
165,beverages
166,hamburger meat
167,whole milk
168,finished products
169,other vegetables
170,ham
171,other vegetables
172,curd
173,bottled beer
174,curd
175,whole milk
176,whole milk
177,dessert
178,sausage
179,other vegetables
180,ham
181,other vegetables
182,other vegetables
183,soda
184,herbs
185,frankfurter
186,rolls/buns
187,curd
188,frankfurter
189,other vegetables
190,dog food
191,specialty bar
192,curd
193,frankfurter
194,soda
195,beef
196,canned beer
197,pork
198,frankfurter
199,sausage
200,canned beer
201,specialty chocolate
202,curd
203,canned beer
204,whole milk
205,rolls/buns
206,pork
207,citrus fruit
208,pot plants
209,rolls/buns
210,butter
211,condensed milk
212,sausage
213,whole milk
214,sausage
215,beverages
216,beverages
217,bottled water
218,newspapers
219,cleaner
220,sausage
221,newspapers
222,sausage
223,misc. beverages
224,white wine
225,sausage
226,meat
227,frankfurter
228,ice cream
229,canned beer
230,tropical fruit
231,meat
232,whole milk
233,sausage
234,frankfurter
235,meat
236,root vegetables
237,root vegetables
238,whole milk
239,citrus fruit
240,citrus fruit
241,other vegetables
242,citrus fruit
243,sausage
244,frankfurter
245,hard cheese
246,cream cheese 
247,turkey
248,pork
249,whole milk
250,rolls/buns
251,sausage
252,ice cream
253,liquor
254,pip fruit
255,root vegetables
256,soda
257,soda
258,sausage
259,root vegetables
260,pork
261,pork
262,chocolate
263,fruit/vegetable juice
264,pickled vegetables
265,bottled water
266,frankfurter
267,tropical fruit
268,canned beer
269,root vegetables
270,meat
271,frankfurter
272,tropical fruit
273,tropical fruit
274,citrus fruit
275,hamburger meat
276,chicken
277,chicken
278,frankfurter
279,canned beer
280,turkey
281,packaged fruit/vegetables
282,pasta
283,citrus fruit
284,sausage
285,whole milk
286,canned beer
287,citrus fruit
288,liquor (appetizer)
289,citrus fruit
290,sausage
291,chicken
292,hamburger meat
293,sausage
294,beef
295,citrus fruit
296,UHT-milk
297,candy
298,newspapers
299,beef
300,sausage
301,frankfurter
302,canned beer
303,bottled beer
304,onions
305,tropical fruit
306,bottled water
307,beef
308,sausage
309,hair spray
310,chicken
311,pork
312,ice cream
313,meat
314,other vegetables
315,bottled water
316,tropical fruit
317,photo/film
318,sausage
319,grapes
320,domestic eggs
321,rolls/buns
322,tropical fruit
323,chicken
324,frankfurter
325,berries
326,margarine
327,tropical fruit
328,ham
329,hamburger meat
330,yogurt
331,soda
332,yogurt
333,soda
334,bottled water
335,sausage
336,citrus fruit
337,shopping bags
338,newspapers
339,frankfurter
340,sausage
341,frankfurter
342,salt
343,oil
344,curd
345,other vegetables
346,citrus fruit
347,frankfurter
348,root vegetables
349,tropical fruit
350,beef
351,berries
352,canned beer
353,whipped/sour cream
354,root vegetables
355,whole milk
356,beef
357,frozen vegetables
358,rolls/buns
359,whole milk
360,whole milk
361,citrus fruit
362,pastry
363,frankfurter
364,tropical fruit
365,frankfurter
366,berries
367,rolls/buns
368,root vegetables
369,yogurt
370,other vegetables
371,berries
372,berries
373,other vegetables
374,rolls/buns
375,ham
376,whole milk
377,tropical fruit
378,bottled water
379,butter milk
380,newspapers
381,coffee
382,bottled beer
383,onions
384,hamburger meat
385,sausage
386,hard cheese
387,sausage
388,hamburger meat
389,onions
390,coffee
391,shopping bags
392,yogurt
393,soda
394,sliced cheese
395,sausage
396,yogurt
397,domestic eggs
398,whole milk
399,meat
400,dish cleaner
401,other vegetables
402,whole milk
403,other vegetables
404,tropical fruit
405,baking powder
406,specialty bar
407,ice cream
408,frankfurter
409,canned beer
410,bottled water
411,other vegetables
412,citrus fruit
413,sausage
414,domestic eggs
415,pork
416,specialty cheese
417,pork
418,beef
419,other vegetables
420,chicken
421,soda
422,whole milk
423,rolls/buns
424,bottled beer
425,root vegetables
426,pastry
427,berries
428,citrus fruit
429,whole milk
430,soda
431,bottled water
432,tropical fruit
433,salty snack
434,bottled water
435,chocolate
436,citrus fruit
437,bottled water
438,onions
439,dessert
440,beef
441,rolls/buns
442,beef
443,soda
444,coffee
445,rolls/buns
446,pork
447,soda
448,sausage
449,beef
450,whole milk
451,pork
452,berries
453,sausage
454,bottled water
455,tropical fruit
456,herbs
457,yogurt
458,Instant food products
459,specialty chocolate
460,coffee
461,bottled beer
462,beef
463,whole milk
464,frankfurter
465,frankfurter
466,other vegetables
467,frankfurter
468,whole milk
469,frankfurter
470,other vegetables
471,bottled water
472,pork
473,bottled water
474,other vegetables
475,hamburger meat
476,hamburger meat
477,shopping bags
478,whole milk
479,ice cream
480,pastry
481,ham
482,frankfurter
483,sausage
484,bottled beer
485,bottled water
486,meat
487,dessert
488,other vegetables
489,beverages
490,ham
491,specialty bar
492,brown bread
493,whole milk
494,rolls/buns
495,bottled beer
496,pet care
497,citrus fruit
498,pork
499,other vegetables
500,white wine
501,whole milk
502,pip fruit
503,sugar
504,tropical fruit
505,root vegetables
506,soda
507,whole milk
508,tropical fruit
509,white bread
510,brown bread
511,tropical fruit
512,domestic eggs
513,coffee
514,soda
515,whole milk
516,bottled beer
517,pork
518,other vegetables
519,yogurt
520,sparkling wine
521,bottled water
522,citrus fruit
523,hamburger meat
524,packaged fruit/vegetables
525,other vegetables
526,soda
527,whole milk
528,herbs
529,citrus fruit
530,misc. beverages
531,female sanitary products
532,soda
533,tropical fruit
534,soda
535,white bread
536,coffee
537,tropical fruit
538,pork
539,citrus fruit
540,frankfurter
541,frankfurter
542,frankfurter
543,other vegetables
544,yogurt
545,sausage
546,whole milk
547,pip fruit
548,whole milk
549,root vegetables
550,onions
551,specialty chocolate
552,hamburger meat
553,photo/film
554,rolls/buns
555,canned beer
556,canned beer
557,other vegetables
558,canned beer
559,curd
560,butter
561,other vegetables
562,whole milk
563,beef
564,sausage
565,soda
566,fruit/vegetable juice
567,rolls/buns
568,pip fruit
569,frozen vegetables
570,beverages
571,hamburger meat
572,root vegetables
573,canned beer
574,frozen vegetables
575,canned beer
576,newspapers
577,rolls/buns
578,hamburger meat
579,pip fruit
580,canned beer
581,grapes
582,root vegetables
583,citrus fruit
584,cling film/bags
585,frankfurter
586,whole milk
587,pork
588,chicken
589,sausage
590,specialty bar
591,whipped/sour cream
592,root vegetables
593,rolls/buns
594,other vegetables
595,citrus fruit
596,whole milk
597,frankfurter
598,coffee
599,ham
600,canned beer
601,canned beer
602,canned beer
603,pip fruit
604,pork
605,soap
606,pip fruit
607,beef
608,sausage
609,frozen chicken
610,soda
611,tropical fruit
612,other vegetables
613,beef
614,meat
615,meat
616,bottled water
617,rolls/buns
618,pastry
619,pork
620,pip fruit
621,beef
622,beef
623,rolls/buns
624,citrus fruit
625,meat
626,beverages
627,beef
628,ham
629,hamburger meat
630,beef
631,beef
632,root vegetables
633,citrus fruit
634,yogurt
635,tropical fruit
636,frankfurter
637,beef
638,shopping bags
639,canned beer
640,rolls/buns
641,other vegetables
642,hamburger meat
643,hamburger meat
644,frankfurter
645,bottled beer
646,tropical fruit
647,soda
648,frankfurter
649,chicken
650,coffee
651,whole milk
652,margarine
653,tropical fruit
654,meat
655,cream cheese 
656,newspapers
657,rolls/buns
658,citrus fruit
659,whole milk
660,frankfurter
661,ham
662,frankfurter
663,sausage
664,domestic eggs
665,whole milk
666,rolls/buns
667,whole milk
668,sausage
669,curd
670,bottled water
671,beef
672,frankfurter
673,chicken
674,sausage
675,pork
676,yogurt
677,whole milk
678,frankfurter
679,beef
680,pip fruit
681,sausage
682,pastry
683,chicken
684,root vegetables
685,whole milk
686,detergent
687,rolls/buns
688,house keeping products
689,yogurt
690,tropical fruit
691,tropical fruit
692,curd
693,beef
694,whole milk
695,pork
696,other vegetables
697,rolls/buns
698,frankfurter
699,yogurt
700,whole milk
701,bottled water
702,frankfurter
703,rolls/buns
704,whole milk
705,rolls/buns
706,chicken
707,tropical fruit
708,sausage
709,sausage
710,frankfurter
711,UHT-milk
712,rolls/buns
713,canned beer
714,yogurt
715,whipped/sour cream
716,rolls/buns
717,rolls/buns
718,beverages
719,rolls/buns
720,rolls/buns
721,bottled beer
722,citrus fruit
723,bottled water
724,pastry
725,domestic eggs
726,beef
727,spread cheese
728,tropical fruit
729,packaged fruit/vegetables
730,whole milk
731,meat
732,onions
733,frankfurter
734,beef
735,beef
736,sausage
737,chicken
738,canned beer
739,sausage
740,tropical fruit
741,frankfurter
742,sausage
743,beef
744,tropical fruit
745,yogurt
746,frankfurter
747,bottled beer
748,grapes
749,beverages
750,curd
751,ice cream
752,sausage
753,other vegetables
754,dessert
755,decalcifier
756,canned beer
757,coffee
758,berries
759,pork
760,frankfurter
761,pork
762,frankfurter
763,frozen dessert
764,chicken
765,vinegar
766,rolls/buns
767,whole milk
768,pork
769,rolls/buns
770,grapes
771,frankfurter
772,finished products
773,onions
774,tropical fruit
775,other vegetables
776,ham
777,other vegetables
778,curd
779,sausage
780,canned beer
781,ham
782,packaged fruit/vegetables
783,meat
784,whole milk
785,canned beer
786,chicken
787,rolls/buns
788,pet care
789,root vegetables
790,pastry
791,frankfurter
792,chicken
793,frozen dessert
794,citrus fruit
795,sausage
796,root vegetables
797,root vegetables
798,bottled beer
799,frankfurter
800,root vegetables
801,berries
802,hamburger meat
803,tropical fruit
804,frankfurter
805,frankfurter
806,soda
807,ice cream
808,beef
809,whole milk
810,pork
811,whole milk
812,bottled beer
813,pork
814,root vegetables
815,canned beer
816,citrus fruit
817,pip fruit
818,root vegetables
819,tropical fruit
820,beef
821,chicken
822,citrus fruit
823,meat
824,cream cheese 
825,citrus fruit
826,specialty bar
827,meat
828,citrus fruit
829,frankfurter
830,citrus fruit
831,turkey
832,citrus fruit
833,sausage
834,newspapers
835,whole milk
836,yogurt
837,yogurt
838,bottled water
839,berries
840,packaged fruit/vegetables
841,frankfurter
842,nuts/prunes
843,citrus fruit
844,beef
845,whole milk
846,other vegetables
847,beef
848,fish
849,other vegetables
850,tropical fruit
851,coffee
852,sausage
853,meat
854,chicken
855,berries
856,frozen meals
857,whipped/sour cream
858,beef
859,chicken
860,chicken
861,beef
862,packaged fruit/vegetables
863,sugar
864,frankfurter
865,berries
866,bottled water
867,sausage
868,whole milk
869,ice cream
870,frankfurter
871,root vegetables
872,sausage
873,sausage
874,beef
875,fruit/vegetable juice
876,sugar
877,berries
878,yogurt
879,pork
880,bottled beer
881,curd
882,beef
883,pork
884,white bread
885,grapes
886,potato products
887,root vegetables
888,chicken
889,chicken
890,fish
891,canned beer
892,other vegetables
893,chicken
894,other vegetables
895,tropical fruit
896,whole milk
897,beef
898,sausage
899,whole milk
900,rolls/buns
901,citrus fruit
902,whole milk
903,pastry
904,tropical fruit
905,sliced cheese
906,soda
907,ham
908,salty snack
909,whole milk
910,root vegetables
911,soda
912,curd
913,bottled water
914,packaged fruit/vegetables
915,tropical fruit
916,ham
917,pork
918,beverages
919,sausage
920,sausage
921,root vegetables
922,whole milk
923,frankfurter
924,soda
925,soda
926,frankfurter
927,berries
928,canned beer
929,frankfurter
930,frankfurter
931,berries
932,frankfurter
933,newspapers
934,frozen fish
935,tropical fruit
936,beef
937,rolls/buns
938,specialty chocolate
939,sparkling wine
940,citrus fruit
941,onions
942,whole milk
943,photo/film
944,hamburger meat
945,other vegetables
946,whole milk
947,pork
948,tropical fruit
949,chicken
950,other vegetables
951,sausage
952,whole milk
953,rolls/buns
954,hygiene articles
955,ice cream
956,curd
957,whole milk
958,onions
959,finished products
960,salt
961,tropical fruit
962,other vegetables
963,chocolate
964,ice cream
965,tropical fruit
966,frankfurter
967,butter
968,other vegetables
969,tropical fruit
970,citrus fruit
971,UHT-milk
972,beef
973,curd
974,citrus fruit
975,yogurt
976,bottled beer
977,grapes
978,pork
979,sausage
980,frankfurter
981,artif. sweetener
982,frankfurter
983,pip fruit
984,frankfurter
985,whole milk
986,domestic eggs
987,packaged fruit/vegetables
988,chicken
989,pork
990,citrus fruit
991,light bulbs
992,cream cheese 
993,sausage
994,citrus fruit
995,other vegetables
996,chicken
997,ice cream
998,pork
999,pork
1000,onions
1001,tropical fruit
1002,whipped/sour cream
1003,berries
1004,berries
1005,rolls/buns
1006,ice cream
1007,coffee
1008,whole milk
1009,whole milk
1010,citrus fruit
1011,beef
1012,pork
1013,turkey
1014,margarine
1015,butter milk
1016,beef
1017,bottled water
1018,pip fruit
1019,whole milk
1020,chocolate
1021,frankfurter
1022,whole milk
1023,sausage
1024,grapes
1025,brown bread
1026,root vegetables
1027,UHT-milk
1028,onions
1029,beef
1030,pork
1031,canned beer
1032,yogurt
1033,yogurt
1034,pip fruit
1035,meat
1036,coffee
1037,bottled water
1038,bottled beer
1039,sausage
1040,shopping bags
1041,pork
1042,frankfurter
1043,ice cream
1044,root vegetables
1045,sausage
1046,sausage
1047,root vegetables
1048,canned vegetables
1049,tropical fruit
1050,grapes
1051,whole milk
1052,frankfurter
1053,dessert
1054,shopping bags
1055,butter
1056,frankfurter
1057,pork
1058,whole milk
1059,brown bread
1060,frozen fish
1061,soda
1062,whole milk
1063,pork
1064,whipped/sour cream
1065,frankfurter
1066,grapes
1067,sausage
1068,citrus fruit
1069,ham
1070,chewing gum
1071,beef
1072,beef
1073,other vegetables
1074,frankfurter
1075,canned fish
1076,sausage
1077,bottled water
1078,specialty cheese
1079,bottled water
1080,bottled water
1081,chicken
1082,frankfurter
1083,chicken
1084,chicken
1085,butter
1086,citrus fruit
1087,whipped/sour cream
1088,frankfurter
1089,beef
1090,chicken
1091,sausage
1092,citrus fruit
1093,ice cream
1094,specialty chocolate
1095,frankfurter
1096,pork
1097,UHT-milk
1098,UHT-milk
1099,cookware
1100,citrus fruit
1101,sausage
1102,frankfurter
1103,citrus fruit
1104,ham
1105,ham
1106,bottled water
1107,popcorn
1108,tropical fruit
1109,frankfurter
1110,hamburger meat
1111,soda
1112,sausage
1113,yogurt
1114,meat
1115,red/blush wine
1116,UHT-milk
1117,brown bread
1118,semi-finished bread
1119,whole milk
1120,cat food
1121,citrus fruit
1122,citrus fruit
1123,meat
1124,rolls/buns
1125,root vegetables
1126,tropical fruit
1127,brown bread
1128,shopping bags
1129,grapes
1130,ham
1131,root vegetables
1132,ice cream
1133,tropical fruit
1134,finished products
1135,dessert
1136,sparkling wine
1137,other vegetables
1138,misc. beverages
1139,other vegetables
1140,misc. beverages
1141,dessert
1142,frankfurter
1143,sausage
1144,meat
1145,sausage
1146,onions
1147,beef
1148,pip fruit
1149,ham
1150,yogurt
1151,citrus fruit
1152,other vegetables
1153,pork
1154,bathroom cleaner
1155,ham
1156,grapes
1157,pastry
1158,citrus fruit
1159,photo/film
1160,dessert
1161,citrus fruit
1162,soda
1163,chewing gum
1164,root vegetables
1165,pork
1166,turkey
1167,tropical fruit
1168,sausage
1169,sausage
1170,pork
1171,sausage
1172,grapes
1173,grapes
1174,other vegetables
1175,pot plants
1176,bottled water
1177,prosecco
1178,UHT-milk
1179,bottled water
1180,rolls/buns
1181,specialty chocolate
1182,beef
1183,tropical fruit
1184,beef
1185,rolls/buns
1186,berries
1187,sausage
1188,chicken
1189,sausage
1190,shopping bags
1191,canned beer
1192,soda
1193,yogurt
1194,rolls/buns
1195,rolls/buns
1196,whole milk
1197,citrus fruit
1198,citrus fruit
1199,brown bread
1200,tropical fruit
1201,frankfurter
1202,coffee
1203,ham
1204,other vegetables
1205,sausage
1206,pork
1207,citrus fruit
1208,tropical fruit
1209,other vegetables
1210,pork
1211,chicken
1212,root vegetables
1213,citrus fruit
1214,fruit/vegetable juice
1215,beef
1216,frankfurter
1217,frankfurter
1218,beef
1219,ham
1220,shopping bags
1221,pork
1222,condensed milk
1223,chicken
1224,sausage
1225,bottled beer
1226,chicken
1227,finished products
1228,pork
1229,root vegetables
1230,domestic eggs
1231,domestic eggs
1232,bottled water
1233,cling film/bags
1234,other vegetables
1235,whole milk
1236,sausage
1237,sausage
1238,tropical fruit
1239,frankfurter
1240,frozen potato products
1241,frankfurter
1242,frankfurter
1243,chicken
1244,tropical fruit
1245,bottled beer
1246,citrus fruit
1247,hamburger meat
1248,chicken
1249,pork
1250,rolls/buns
1251,bottled water
1252,sausage
1253,frozen potato products
1254,frankfurter
1255,sausage
1256,tropical fruit
1257,bottled beer
1258,bottled beer
1259,rolls/buns
1260,citrus fruit
1261,yogurt
1262,turkey
1263,soda
1264,canned beer
1265,canned beer
1266,sausage
1267,pork
1268,Instant food products
1269,frankfurter
1270,oil
1271,chicken
1272,beef
1273,dessert
1274,pork
1275,curd
1276,chicken
1277,whipped/sour cream
1278,frankfurter
1279,frankfurter
1280,liver loaf
1281,pork
1282,frankfurter
1283,pork
1284,pork
1285,soda
1286,root vegetables
1287,whipped/sour cream
1288,chocolate
1289,whole milk
1290,pork
1291,coffee
1292,rolls/buns
1293,citrus fruit
1294,citrus fruit
1295,soda
1296,cream cheese 
1297,soda
1298,chicken
1299,frozen fish
1300,sausage
1301,beef
1302,ham
1303,chicken
1304,herbs
1305,grapes
1306,tropical fruit
1307,frankfurter
1308,onions
1309,sausage
1310,citrus fruit
1311,hamburger meat
1312,frankfurter
1313,sausage
1314,root vegetables
1315,oil
1316,canned beer
1317,newspapers
1318,pip fruit
1319,coffee
1320,red/blush wine
1321,onions
1322,frankfurter
1323,meat
1324,whole milk
1325,dessert
1326,hamburger meat
1327,chewing gum
1328,bottled water
1329,beverages
1330,whole milk
1331,citrus fruit
1332,tropical fruit
1333,cat food
1334,whole milk
1335,soda
1336,sausage
1337,root vegetables
1338,berries
1339,other vegetables
1340,sausage
1341,beverages
1342,chicken
1343,whole milk
1344,sausage
1345,ham
1346,whole milk
1347,root vegetables
1348,citrus fruit
1349,frankfurter
1350,ice cream
1351,sausage
1352,root vegetables
1353,ham
1354,coffee
1355,citrus fruit
1356,pot plants
1357,other vegetables
1358,whole milk
1359,zwieback
1360,chicken
1361,butter
1362,ham
1363,whole milk
1364,citrus fruit
1365,ham
1366,canned beer
1367,frankfurter
1368,chicken
1369,frankfurter
1370,bottled beer
1371,other vegetables
1372,frozen potato products
1373,chicken
1374,sausage
1375,canned beer
1376,yogurt
1377,frozen meals
1378,canned fruit
1379,butter
1380,yogurt
1381,citrus fruit
1382,meat
1383,root vegetables
1384,frankfurter
1385,tropical fruit
1386,yogurt
1387,root vegetables
1388,yogurt
1389,oil
1390,citrus fruit
1391,beef
1392,citrus fruit
1393,dessert
1394,curd
1395,bottled water
1396,sausage
1397,herbs
1398,dog food
1399,packaged fruit/vegetables
1400,frankfurter
1401,finished products
1402,oil
1403,curd
1404,herbs
1405,sausage
1406,whole milk
1407,sausage
1408,soda
1409,whole milk
1410,root vegetables
1411,sugar
1412,cream cheese 
1413,other vegetables
1414,frozen fruits
1415,whipped/sour cream
1416,yogurt
1417,pork
1418,grapes
1419,whole milk
1420,sausage
1421,canned beer
1422,meat
1423,soda
1424,bottled beer
1425,whole milk
1426,chicken
1427,pip fruit
1428,pork
1429,oil
1430,whole milk
1431,pip fruit
1432,root vegetables
1433,ham
1434,ice cream
1435,sausage
1436,detergent
1437,oil
1438,tropical fruit
1439,photo/film
1440,UHT-milk
1441,meat
1442,grapes
1443,liver loaf
1444,beef
1445,root vegetables
1446,pork
1447,butter milk
1448,brown bread
1449,herbs
1450,newspapers
1451,brandy
1452,pastry
1453,beverages
1454,UHT-milk
1455,cream cheese 
1456,rolls/buns
1457,rolls/buns
1458,rolls/buns
1459,sausage
1460,hard cheese
1461,canned beer
1462,canned beer
1463,citrus fruit
1464,yogurt
1465,yogurt
1466,salty snack
1467,tropical fruit
1468,citrus fruit
1469,rolls/buns
1470,whipped/sour cream
1471,citrus fruit
1472,butter milk
1473,other vegetables
1474,canned beer
1475,soda
1476,tropical fruit
1477,coffee
1478,ham
1479,whipped/sour cream
1480,citrus fruit
1481,dessert
1482,whole milk
1483,canned beer
1484,rolls/buns
1485,fish
1486,meat
1487,sausage
1488,other vegetables
1489,tropical fruit
1490,baby cosmetics
1491,citrus fruit
1492,tropical fruit
1493,spices
1494,sausage
1495,sausage
1496,beef
1497,canned beer
1498,canned beer
1499,rolls/buns
1500,whole milk
1501,root vegetables
1502,yogurt
1503,onions
1504,hamburger meat
1505,napkins
1506,other vegetables
1507,chicken
1508,meat
1509,rolls/buns
1510,butter
1511,sausage
1512,rolls/buns
1513,other vegetables
1514,frankfurter
1515,newspapers
1516,turkey
1517,onions
1518,whole milk
1519,yogurt
1520,whipped/sour cream
1521,frozen vegetables
1522,citrus fruit
1523,onions
1524,sausage
1525,other vegetables
1526,frankfurter
1527,domestic eggs
1528,rolls/buns
1529,bottled beer
1530,waffles
1531,condensed milk
1532,canned beer
1533,meat
1534,whole milk
1535,liver loaf
1536,frankfurter
1537,chicken
1538,frankfurter
1539,pip fruit
1540,root vegetables
1541,pip fruit
1542,pork
1543,other vegetables
1544,pastry
1545,sausage
1546,processed cheese
1547,napkins
1548,meat
1549,pastry
1550,sausage
1551,pip fruit
1552,frozen vegetables
1553,citrus fruit
1554,other vegetables
1555,frankfurter
1556,sausage
1557,beef
1558,hamburger meat
1559,yogurt
1560,beverages
1561,whole milk
1562,rolls/buns
1563,tropical fruit
1564,citrus fruit
1565,whole milk
1566,citrus fruit
1567,soda
1568,frankfurter
1569,sausage
1570,napkins
1571,yogurt
1572,herbs
1573,sausage
1574,yogurt
1575,pork
1576,curd
1577,frankfurter
1578,frankfurter
1579,curd
1580,liver loaf
1581,pork
1582,specialty bar
1583,ice cream
1584,specialty bar
1585,yogurt
1586,frozen vegetables
1587,rolls/buns
1588,pastry
1589,pork
1590,curd
1591,beef
1592,yogurt
1593,chicken
1594,detergent
1595,pip fruit
1596,coffee
1597,tropical fruit
1598,sauces
1599,pork
1600,yogurt
1601,napkins
1602,other vegetables
1603,chicken
1604,pork
1605,root vegetables
1606,ham
1607,whole milk
1608,soda
1609,rolls/buns
1610,tropical fruit
1611,tropical fruit
1612,sausage
1613,bottled beer
1614,turkey
1615,meat
1616,whole milk
1617,soda
1618,rolls/buns
1619,dessert
1620,sausage
1621,pork
1622,hamburger meat
1623,sausage
1624,rolls/buns
1625,misc. beverages
1626,pastry
1627,soda
1628,whole milk
1629,domestic eggs
1630,soda
1631,pip fruit
1632,yogurt
1633,frankfurter
1634,specialty chocolate
1635,sausage
1636,oil
1637,tropical fruit
1638,citrus fruit
1639,napkins
1640,whole milk
1641,coffee
1642,tropical fruit
1643,canned beer
1644,bottled beer
1645,canned beer
1646,rum
1647,rolls/buns
1648,pastry
1649,whole milk
1650,grapes
1651,whole milk
1652,yogurt
1653,root vegetables
1654,pastry
1655,canned beer
1656,sausage
1657,tropical fruit
1658,frankfurter
1659,rolls/buns
1660,frankfurter
1661,sausage
1662,whole milk
1663,whole milk
1664,whole milk
1665,ham
1666,whole milk
1667,beef
1668,domestic eggs
1669,soda
1670,whole milk
1671,ham
1672,curd
1673,bottled water
1674,butter milk
1675,pork
1676,pork
1677,turkey
1678,cream cheese 
1679,tropical fruit
1680,rolls/buns
1681,citrus fruit
1682,frankfurter
1683,whipped/sour cream
1684,tropical fruit
1685,frankfurter
1686,sausage
1687,sausage
1688,sausage
1689,sliced cheese
1690,candy
1691,tropical fruit
1692,pip fruit
1693,citrus fruit
1694,hamburger meat
1695,other vegetables
1696,nuts/prunes
1697,ham
1698,ham
1699,butter
1700,napkins
1701,beef
1702,frankfurter
1703,meat
1704,whole milk
1705,sausage
1706,sausage
1707,rolls/buns
1708,root vegetables
1709,sausage
1710,sausage
1711,meat
1712,sausage
1713,citrus fruit
1714,chocolate
1715,coffee
1716,sausage
1717,beef
1718,berries
1719,frozen meals
1720,beef
1721,sausage
1722,rolls/buns
1723,frankfurter
1724,sausage
1725,pip fruit
1726,grapes
1727,chocolate marshmallow
1728,coffee
1729,soda
1730,bottled beer
1731,butter
1732,fruit/vegetable juice
1733,meat
1734,pip fruit
1735,other vegetables
1736,frankfurter
1737,long life bakery product
1738,tropical fruit
1739,whole milk
1740,canned beer
1741,canned beer
1742,other vegetables
1743,soda
1744,rolls/buns
1745,bags
1746,rolls/buns
1747,dessert
1748,canned beer
1749,butter
1750,whole milk
1751,canned beer
1752,coffee
1753,chicken
1754,soda
1755,beef
1756,spread cheese
1757,citrus fruit
1758,canned beer
1759,rolls/buns
1760,pip fruit
1761,pip fruit
1762,whole milk
1763,chocolate
1764,sausage
1765,pip fruit
1766,other vegetables
1767,dessert
1768,frankfurter
1769,citrus fruit
1770,citrus fruit
1771,pip fruit
1772,tropical fruit
1773,frankfurter
1774,pip fruit
1775,canned beer
1776,pork
1777,rolls/buns
1778,canned beer
1779,citrus fruit
1780,grapes
1781,tropical fruit
1782,frozen fish
1783,tropical fruit
1784,beverages
1785,sausage
1786,whole milk
1787,sausage
1788,pork
1789,whole milk
1790,sausage
1791,pastry
1792,soda
1793,tropical fruit
1794,whole milk
1795,canned beer
1796,pip fruit
1797,turkey
1798,yogurt
1799,whipped/sour cream
1800,finished products
1801,sausage
1802,other vegetables
1803,newspapers
1804,white wine
1805,sausage
1806,misc. beverages
1807,yogurt
1808,beef
1809,other vegetables
1810,photo/film
1811,tropical fruit
1812,sausage
1813,frankfurter
1814,tropical fruit
1815,citrus fruit
1816,pork
1817,soda
1818,whole milk
1819,cookware
1820,butter
1821,frozen vegetables
1822,chicken
1823,frankfurter
1824,tropical fruit
1825,root vegetables
1826,meat
1827,hamburger meat
1828,tropical fruit
1829,whole milk
1830,whole milk
1831,hamburger meat
1832,frankfurter
1833,soda
1834,whipped/sour cream
1835,whole milk
